,address,count,mean,std,min,25%,50%,75%,max
2016,COSTCO - CHAD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,COSTCO - CHAD DR,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,10TH & 8TH,3.0,24.0,0.0,24.0,24.0,24.0,24.0,24.0
2903,PEARL - BRDWY TO 10TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,4000 BLOCKW.13TH,3.0,136.666666667,75.0555349947,50.0,115.0,180.0,180.0,180.0
32,1000 BLKCLARK,3.0,16.6666666667,28.8675134595,0.0,0.0,0.0,25.0,50.0
3259,W/S KINCAID -13TH TO 12TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3420,WEST PARK - 7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3257,W/S KINCAID - END TO 11TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,1700 BLOCKW.23RD,3.0,93.3333333333,75.0555349947,50.0,50.0,50.0,115.0,180.0
3421,WEST PARK - 8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1040 GREENACRES,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,4575 W 11TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3238,W/S HILYARD 16TH AVE 17T,3.0,8.0,13.8564064606,0.0,0.0,0.0,12.0,24.0
1234,3500 BLKKINSROW,3.0,8.0,13.8564064606,0.0,0.0,0.0,12.0,24.0
68,1040 GREENACRES ROAD,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,3400 KINSROW,3.0,23.3333333333,20.8166599947,0.0,15.0,30.0,35.0,40.0
3442,WILLAMETTE - 6TH TO 5TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3447,WILLAMETTE - BRDWY TO 8TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,4926 CONE AVE (X - ROOSEVELT),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1047 BENNETT LANE,3.0,136.666666667,75.0555349947,50.0,115.0,180.0,180.0,180.0
390,14TH & 15TH,3.0,8.0,13.8564064606,0.0,0.0,0.0,12.0,24.0
426,1500 BLOCKCHAMBERS,3.0,43.3333333333,5.7735026919,40.0,40.0,40.0,45.0,50.0
1239,3500EMERALD ST,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,1740W.15TH,3.0,93.3333333333,75.0555349947,50.0,50.0,50.0,115.0,180.0
1303,3RD & LAWRENCE,3.0,8.0,13.8564064606,0.0,0.0,0.0,12.0,24.0
397,14TH & LAWRENCE,3.0,8.0,13.8564064606,0.0,0.0,0.0,12.0,24.0
553,1660ORCHARD ST,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3360,W/S WILLAMETTE - END TO 5TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3325,W/S PATTERSON - 14TH TO 15TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,1745 PATTERSON ALLEY,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1020ECHO HOLLOW,3.0,8.33333333333,14.4337567297,0.0,0.0,0.0,12.5,25.0
600,1708COLUMBIA ST,3.0,8.0,13.8564064606,0.0,0.0,0.0,12.0,24.0
1322,4021 MARCUM LANE,3.0,116.666666667,65.0640709865,50.0,85.0,120.0,150.0,180.0
3310,W/S OLIVE - 15TH TO 16TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,4087W.18TH,3.0,16.6666666667,28.8675134595,0.0,0.0,0.0,25.0,50.0
3294,W/S MILL - 17TH TO 18TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,17TH - HILYARD TO ALDER,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3283,W/S LINCOLN - 13TH TO 14TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,4TH & 5TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,1499VILLARD ST,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,1765COLUMBIA ST,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,1475W.13TH,3.0,136.666666667,75.0555349947,50.0,115.0,180.0,180.0,180.0
1206,3400 BLK.COMMONS,3.0,4.0,6.92820323028,0.0,0.0,0.0,6.0,12.0
579,16TH AVE @ ALDER,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,28TH & POTTER,3.0,10.0,17.3205080757,0.0,0.0,0.0,15.0,30.0
3464,WILLAMETTE 15TH AVE 11TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,100 VALLEY RIVER,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3120,SOUTH PARK - OE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,500 BLOCKCONGER,3.0,36.6666666667,11.5470053838,30.0,30.0,30.0,40.0,50.0
3195,W/S AGATE - 15TH TO 18TH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,3300 BLKBOARDWALK,3.0,10.0,17.3205080757,0.0,0.0,0.0,15.0,30.0
565,16TH & LAWRENCE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,3400 BLK. KINSROW AVE.,3.0,10.0,17.3205080757,0.0,0.0,0.0,15.0,30.0
1963,CHEVY CHASE @ REGENT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,385 15TH AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,3990 WEST 12TH,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1268,3800 BLOCKSTEWART,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
2154,E/S ONYX - 19TH TO 18TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,COMMONS AT KINSROW,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,COMMONS GARDEN AVE KINSR,2.0,27.0,4.24264068712,24.0,25.5,27.0,28.5,30.0
1259,3700 BLOCKMARSHALL,2.0,40.0,14.1421356237,30.0,35.0,40.0,45.0,50.0
267,1316 ALDER KINCAID ST AL,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0
2153,E/S OLIVE- 6TH TO 5TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,"COMMONS NEAR ""O"" BAR",2.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0
1258,3700 BLOCKHILYARD ST,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
2147,E/S OLIVE - 10TH TO BROADWAY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,E/S PATTERSON - 16TH TO 17TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,COMMONS NEAR KINSROW,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,COMMONS/KINSROW,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0
2007,COMMONS/MARCHE CHASE,2.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0
2014,COSTCO - 2828 CHAD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,3400 BLK. COMMNS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,33RD & HILYARD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,1316 ALDER ST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,1325JEFFERSON ST,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1960,CHEVY CHASE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,135 EAST 19TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,150 WEST 24TH PLACE,2.0,70.0,28.2842712475,50.0,60.0,70.0,80.0,90.0
1282,3900 BLOCKPOTTER ST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,COBURG RD 19TH AVE 17TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,E/S PATTERSON - 13TH TO 14TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,3911 ALBAN,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1280,390 ADAMS,2.0,150.0,42.4264068712,120.0,135.0,150.0,165.0,180.0
1945,CHARNELTON - 11TH TO 10TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,393MIRA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,E/S PATTERSON - 11TH TO 12TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,CHESHIRE LINCOLN ST HIGH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,3700 BLOCKCONCORD,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1295,398 WEST 20TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,COMMONS / MARCHE CHASE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,E/S ORCHARD - 19TH TO 17TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,BROADWAY ST TO 11TH  ST.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,3400 BLKHARLQW @ HONEYSU,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,3630 HARLOW RD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,E/S KINCAID END TO 13TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,E/S LAWRENCE - 6TH TO 7TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,E/S FERRY - 17TH TO 16TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,3400BLK. COMMONS DR.,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0
2084,E/S FERRY - 19TH TO 18TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,E/S FERRY 14-13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,E/S HIGH 14TH TO 13TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,1300 BLOCKWASHINGTON ALL,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
2097,E/S HILYARD - 21ST TO 20TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,E/S LAWRENCE 8TH AVE 7TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,3400 BLOCKKINSROW,2.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0
2100,E/S KINCAID  - 14TH TO 13TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,14TH AVE @ ALDER,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,E/S KINCAID - 13TH TO 11TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,E/S KINCAID - 14TH TO 15TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,E/S KINCAID - 15TH TO 14TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,14TH AVE LINCOLN ALLEY L,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,E/S KINCAID 14TH TO 13TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,E/S FERRY - 15TH TO 14TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,E/S FERRY - 14TH TO 13TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,14TH AVE - KINCAID TO ALDER,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,E/S CHARNELTON - 10TH TO BRDWY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,35W.30TH,2.0,130.0,70.7106781187,80.0,105.0,130.0,155.0,180.0
2048,E/S 17 - 15 ALLEY / ORCHARD TO WALNUT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,E/S KINCAID - END TO 11TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,E/S OAK 12TH TO 11TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,1306 EAST 18TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2061,E/S ALDER - BROADWAY TO 11TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,E/S ALLEY LOT 2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,E/S OAK - 6TH TO 5TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,E/S CHARNELTON - 8TH TO BRDWY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,3400 BLKCOMMONS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,3500BLKCOMMONS,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0
2073,E/S EMERALD - 21ST TO 20TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,E/S EMERALD - 22ND TO 21ST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,E/S FERRY - 11TH TO END,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,1305CORUM,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
2137,E/S MILL 13TH TO 12TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,E/S MILL - 18TH TO 17TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,BROADWAY ST CHAMBERS LIN,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0
2053,E/S AGATE  19TH TO 17TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,57314TH AVE E,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,BROADWAY ST @ GRANT,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0
1681,8TH & ALMADEN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,7-11 / 1316 ALDER STREET,2.0,40.0,56.5685424949,0.0,20.0,40.0,60.0,80.0
1566,700 BLKMONROE E/SIDE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,1490HIONDA,2.0,130.0,70.7106781187,80.0,105.0,130.0,155.0,180.0
1569,700 BLOCKFILLMORE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,4900 BLOCKCONE,2.0,130.0,70.7106781187,80.0,105.0,130.0,155.0,180.0
1570,700 BLOCKMADISON,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,700 BLOCKOSCAR,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1395,4800 BLOCKPITCHFORD,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1572,700 BLOCKVAN BUREN ST,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1586,73315TH AVE E,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,735 E17TH AVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,472 WEST 7TH,2.0,190.0,268.700576851,0.0,95.0,190.0,285.0,380.0
1617,791 MONROE ST.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,7TH & BROADWAY,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0
357,140LEA,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1386,4700 BLOCKJESSEN DR,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1379,4575 WEST 11TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,1400 BLOCKDOLA,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1639,800 BLOCKJERRY,2.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0
1640,800 BLOCKPOTTER ST,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1653,815 ALMADEN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,830 E 13TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,871E.25TH,2.0,130.0,70.7106781187,80.0,105.0,130.0,155.0,180.0
362,1419ESCALANTE,2.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0
365,1425W.8TH,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1418,4TH AVE MADISON JEFFERSO,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0
1521,600 BLK. 33RD ST.,2.0,10.0,14.1421356237,0.0,5.0,10.0,15.0,20.0
1482,5TH & JEFFERSON,2.0,190.0,268.700576851,0.0,95.0,190.0,285.0,380.0
1488,5TH & PATTERSON,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,5TH AVE - LINCOLN TO LAWRENCE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,5TH AVE @ LINCOLN,2.0,25.0,35.3553390593,0.0,12.5,25.0,37.5,50.0
1504,5TH AVE HIGH TO PEARL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,564 E.13TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,564 E. 13TH AVE.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,5500 BLOCKKING ARTHUR,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,546BETHEL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,545HELEN,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,600 BLOCKCONGER,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1550,69015TH AVE E,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1443,534E. 14TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1442,5339DONALD ST,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1440,5292ASTOVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,51JACKSON,2.0,105.0,106.066017178,30.0,67.5,105.0,142.5,180.0
1433,505 THRONE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,600 BLOCKW.4TH,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1531,600E.33AVE,2.0,10.0,14.1421356237,0.0,5.0,10.0,15.0,20.0
1538,63314TH AVE E,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,5027W.PORT,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1430,500KODIAK,2.0,105.0,106.066017178,30.0,67.5,105.0,142.5,180.0
1673,875 WEST 20TH AVENUE,2.0,115.0,49.4974746831,80.0,97.5,115.0,132.5,150.0
1376,4550 WEST 11TH - WALMART,2.0,190.0,268.700576851,0.0,95.0,190.0,285.0,380.0
1299,3RD & 4TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,8TH & HARRIS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,4077 LANGTON AVE,2.0,120.0,84.8528137424,60.0,90.0,120.0,150.0,180.0
1828,ALLEY BROADWAY ST 11TH A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,ALLEY HILYARD-PAT,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0
1324,4059W.18TH,2.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0
1834,ALLEY LOT #21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,400LINDLEY,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,13TH & VILLARD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,ALLEY LOT 2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,ALLEY PAT-HIL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,ALLEY PATTERSON ST HILYA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,BARDELL,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0
1877,BOARDWALK,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0
380,1470 LAWENCE ST.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,BRDWY - HIGH TO PEARL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,BRDWY - OAK TO WILLAMETTE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,BROADWAY & BROADWAY,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0
1313,400 BLOCKE.53RD,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1900,BROADWAY - HIGH TO PEARL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,14TH & MOSS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,BROADWAY - LAWRENCE TO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,3RD AVE @ LAWRENCE,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0
1905,BROADWAY - OAK TO WILLAMETTE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,14TH - KINCAID TO ALDER,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1821,ALLEY 19-18/MILL-FERRY A,2.0,12.0,16.9705627485,0.0,6.0,12.0,18.0,24.0
1819,ALLEY 13-14/WILLAMETTE-O,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,4200 BLOCKFERGUS,2.0,130.0,70.7106781187,80.0,105.0,130.0,155.0,180.0
1739,900 BLK WEST 11TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,454 WILLAMETTE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,450W.29TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,8TH - OLIVE TO CHARNELTON,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,4400 BLOCKDILLARD,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1715,8TH AVE @ LAWRENCE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,13TH ALDER TO KINCAID,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721,8TH AVE GARFIELD GRANT,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0
326,13TH - PATTERSON TO HILYARD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,4400 BLOCKAVALON,2.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0
1730,8TH AVE WILLAMETTE OLIVE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,900 BLOCKE.29TH,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1341,4200 BLOCKKINCAID ST,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1770,995BENNET LN,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
1774,ACROSS FROM 360 MONROE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,ADAMS ST 816,2.0,15.0,21.2132034356,0.0,7.5,15.0,22.5,30.0
1786,AGATE - 18TH TO 19TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,AGATE - 19TH TO 20TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,430W.12TH,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
317,13TH - AGATE TO COLUMBIA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,4281MARCUM LN,2.0,180.0,0.0,180.0,180.0,180.0,180.0,180.0
1346,425 E. 30TH,2.0,85.0,49.4974746831,50.0,67.5,85.0,102.5,120.0
1801,ALDER - 12TH TO 13TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,E/S PATTERSON 14TH AVE 1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,KINCAID - 15TH TO END,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,12TH AVE @ PATTERSON,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066,S/S 23RD - UNIVERSITY TO ONYX,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3075,S/S 600 BLK OF 33RD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,S/S 8 - OAK TO W. PARK 8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,S/S 8TH - GRANT TO CHAMBERS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3080,S/S 8TH - OAK TO WILLAMETTE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,10TH & JEFFERSON,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,S/S BROADWAY - OLIVE TO WILLAMETTE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3090,S/S BROADWAY OLIVE TO WILLAMETTE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3091,S/S EAST 15TH @ KINCAID,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3092,S/S GARDEN - MOSS TO WALNUT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3093,S/S GARDEN - VILLARD TO WALNUT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3099,S/S SOUTH PARK 1 BLOCK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,S/S SOUTH PARK E-BLOCK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3118,"SOUTH PARK ""O"" EAST",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3122,SOUTH PARK -OE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3125,SOUTH PARK OE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1080CLARK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3129,SPRING BLVD 30TH AVE,2.0,65.0,21.2132034356,50.0,57.5,65.0,72.5,80.0
3130,STONEGATE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3135,TARGET - W 11TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3136,TARGET - WEST 11TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3139,THE HOME DEPOT/GREENACRES,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3140,THRONE @ UNTHANK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3152,UNIVERSITY ST - 19TH TO 18TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3154,UNIVERSITY ST @ 19TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1079W.5TH,2.0,105.0,106.066017178,30.0,67.5,105.0,142.5,180.0
3162,VALLEY RIVER CENTER - MACYS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3189,W.18TH BERTELSEN WILLOW,2.0,115.0,91.9238815543,50.0,82.5,115.0,147.5,180.0
3202,W/S ALDER - 14TH TO 15TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3205,W/S CHARNELTON - 7TH TO 8TH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3073,S/S 5TH PEARL TO HIGH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3056,S/S 20TH - KINCAID TO HARRIS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
